"game_id","title","url","video_id","channel","duration","view_count","like_count","comment_count"
22401198,"Los Angeles Clippers vs Golden State Warriors - Full Game Highlights | April 13, 2025 NBA Season","https://www.youtube.com/watch?v=DJu4_VHxlog","DJu4_VHxlog","The CCB Network",523,13656,273,16.0
22401148,"Indiana Pacers vs Washington Wizards Full Game Highlights | Apr 8 | 2025 NBA Season","https://www.youtube.com/watch?v=DWcUq2LkoOc","DWcUq2LkoOc","Hooper Highlights",599,1606,66,""
22401148,"Indiana Pacers vs Washington Wizards Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=lWNYviOrZZw","lWNYviOrZZw","GAMETIME HIGHLIGHTS",583,17957,636,11.0
22401143,"Golden State Warriors vs Houston Rockets Full Game Highlights - April 6, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=AArfJdhLTKk","AArfJdhLTKk","GAMETIME HIGHLIGHTS",574,318752,3022,248
22401143,"Golden State Warriors vs Houston Rockets Full Game Highlights | April 6, 2025 | FreeDawkins","https://www.youtube.com/watch?v=c2BoI6dtvz0","c2BoI6dtvz0","FreeDawkins",600,605887,6801,1000
22401127,"Dallas Mavericks vs LA Clippers Full Game Highlights | Apr 4 | 2025 NBA Season","https://www.youtube.com/watch?v=gTHtyDvhutg","gTHtyDvhutg","Hooper Highlights",591,5476,194,3
22401136,"Atlanta Hawks vs Utah Jazz Full Game Highlights - April 6, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=qGh_7RFthCk","qGh_7RFthCk","GAMETIME HIGHLIGHTS",539,14343,664,11
22401136,"Atlanta Hawks vs Utah Jazz Full Game Highlights | Apr 6 | 2025 NBA Season","https://www.youtube.com/watch?v=T6ZOp4GhaoM","T6ZOp4GhaoM","Hooper Highlights",571,1663,72,1
22401151,"Boston Celtics vs New York Knicks Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=JtavgG0ZCn8","JtavgG0ZCn8","GAMETIME HIGHLIGHTS",567,273975,2793,183.0
22401151,"Boston Celtics vs New York Knicks - Full Game Highlights | April 8, 2025 NBA Regular Season","https://www.youtube.com/watch?v=jUn8Uud3t2E","jUn8Uud3t2E","The CCB Network",519,13671,346,19.0
22401145,"Miami Heat vs Philadelphia 76ers Full Game Highlights - April 7, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=8_C1_O61_0s","8_C1_O61_0s","GAMETIME HIGHLIGHTS",514,56289,930,5.0
22401145,"Philadelphia 76ers vs Miami Heat - Full Game Highlights | April 7, 2025 NBA Season","https://www.youtube.com/watch?v=6MjW9xIOIsM","6MjW9xIOIsM","The CCB Network",513,5294,109,""
22401133,"Chicago Bulls vs Charlotte Hornets Full Game Highlights | Apr 6 | 2025 NBA Season","https://www.youtube.com/watch?v=yGb9OdEHcTA","yGb9OdEHcTA","Hooper Highlights",570,1504,79,""
22401133,"Chicago Bulls vs Charlotte Hornets Full Game Highlights - April 6, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=mE2O4KrflM0","mE2O4KrflM0","GAMETIME HIGHLIGHTS",533,43979,881,20.0
22401119,"Utah Jazz vs Indiana Pacers Full Game Highlights | Apr 4 | 2025 NBA Season","https://www.youtube.com/watch?v=VNQSmrMmDSw","VNQSmrMmDSw","Hooper Highlights",583,1349,63,""
22401159,"Los Angeles Lakers vs Dallas Mavericks Full Game Highlights - April 9, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=WoNrJpjhH2E","WoNrJpjhH2E","GAMETIME HIGHLIGHTS",576,641107,6029,262.0
22401159,"Los Angeles Lakers vs Dallas Mavericks Full Game Highlights | April 9, 2025 | LUKA's Return","https://www.youtube.com/watch?v=URuTqjZY1zM","URuTqjZY1zM","FreeDawkins",685,1795442,24007,1300.0
22401159,"Los Angeles Lakers vs Dallas Mavericks Full Game Highlights | Apr 9 | 2025 NBA Season","https://www.youtube.com/watch?v=17yhTJap2k8","17yhTJap2k8","Hooper Highlights",598,10929,381,24.0
22401112,"Orlando Magic vs Washington Wizards Full Game Highlights - April 3, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=6siqKk8M5FA","6siqKk8M5FA","GAMETIME HIGHLIGHTS",554,18231,736,5.0
22401115,"Milwaukee Bucks vs Philadelphia 76ers Full Game Highlights | Apr 3 | 2025 NBA Season","https://www.youtube.com/watch?v=Zkr6unZe22g","Zkr6unZe22g","Hooper Highlights",572,3577,147,8
22401114,"Miami Heat vs Memphis Grizzlies Full Game Highlights - April 3, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=v1eggWFeUgk","v1eggWFeUgk","GAMETIME HIGHLIGHTS",562,111685,1523,76
22401118,"Sacramento Kings vs Charlotte Hornets Full Game Highlights - April 4, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=TRkx6SpAlfg","TRkx6SpAlfg","GAMETIME HIGHLIGHTS",542,19981,688,6
22401129,"Memphis Grizzlies vs Detroit Pistons Full Game Highlights - April 5, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=1dH_DZC_VaI","1dH_DZC_VaI","GAMETIME HIGHLIGHTS",576,113754,1357,34.0
22401129,"Memphis Grizzlies vs Detroit Pistons Full Game Highlights | April 5, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=FPBahFeT-44","FPBahFeT-44","Basketball Insider USA",349,1187,4,""
22401131,"Milwaukee Bucks vs Miami Heat Full Game Highlights - April 5, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=N2KASQB9QcM","N2KASQB9QcM","GAMETIME HIGHLIGHTS",566,139158,1630,51.0
22401131,"Miami Heat vs Milwaukee Bucks FULLGAME Qtr Apr 05. 2025 Highlights | NBA SEASON","https://www.youtube.com/watch?v=91L1e0F9drs","91L1e0F9drs","Khang Lê Chess",827,2221,12,""
22401154,"Golden State Warriors vs Phoenix Suns Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=CoCTqHK2WX4","CoCTqHK2WX4","GAMETIME HIGHLIGHTS",558,219935,2525,95.0
22401154,"Golden State Warriors vs Phoenix Suns Full Game Highlights | April 8, 2025 | FreeDawkins","https://www.youtube.com/watch?v=YDzb78z0hkc","YDzb78z0hkc","FreeDawkins",610,912232,12565,444.0
22401154,"Golden State Warriors VS Phoenix Suns Game 1st Highlights Apr 08,2025 NBA Season 2024-25","https://www.youtube.com/watch?v=kQt9huMKuDQ","kQt9huMKuDQ","Audio Làng Quê Việt",500,3316,21,""
22401109,"Dallas Mavericks vs Atlanta Hawks Full Game Highlights - April 2, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=SM3Pf5rfKDs","SM3Pf5rfKDs","GAMETIME HIGHLIGHTS",545,252186,2446,161
22401105,"Sacramento Kings vs Washington Wizards Full Game Highlights - April 2, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=GIwEblzs5hQ","GIwEblzs5hQ","GAMETIME HIGHLIGHTS",567,21111,713,18
22401126,"Los Angeles Lakers vs New Orleans Pelicans Full Game Highlights | Apr 4 | 2025 NBA Season","https://www.youtube.com/watch?v=t7RmaavK9tY","t7RmaavK9tY","Hooper Highlights",599,10131,371,7
22401126,"Lakers vs Pelicans | Lakers Highlights | April 4, 2025","https://www.youtube.com/watch?v=akoKDdq9iMc","akoKDdq9iMc","LakeShow Highlights",600,340100,5991,321
22401107,"Houston Rockets vs Utah Jazz Full Game Highlights - April 2, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=sabK0crDo3M","sabK0crDo3M","GAMETIME HIGHLIGHTS",547,36453,877,18
22401130,"Minnesota Timberwolves vs Philadelphia 76ers Full Game Highlights | Apr 5 | 2025 NBA Season","https://www.youtube.com/watch?v=gsTErubFI7A","gsTErubFI7A","Hooper Highlights",593,3132,132,1
22401130,"Minnesota Timberwolves vs Philadelphia 76ers Full Game Highlights - April 5 | NBA Regular Season","https://www.youtube.com/watch?v=BuxhH-6FnNw","BuxhH-6FnNw","GAMETIME HIGHLIGHTS",574,92767,1315,54
22401110,"Denver Nuggets vs San Antonio Spurs Full Game Highlights - April 2, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=GkVxKV5jtiM","GkVxKV5jtiM","GAMETIME HIGHLIGHTS",543,120299,1293,148
22401122,"Chicago Bulls vs Portland Trail Blazers Full Game Highlights | Apr 4 | 2025 NBA Season","https://www.youtube.com/watch?v=ZiH5g78Gg0g","ZiH5g78Gg0g","Hooper Highlights",595,2477,102,""
22401122,"Chicago Bulls vs Portland Trail Blazers Full Game Highlights - April 4, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=tuYaUshFZwU","tuYaUshFZwU","GAMETIME HIGHLIGHTS",573,48285,911,20.0
22401104,"Charlotte Hornets vs Indiana Pacers Full Game Highlights - April 2, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=nhhDuUQ5m4c","nhhDuUQ5m4c","GAMETIME HIGHLIGHTS",558,24805,735,7.0
22401123,"Oklahoma City Thunder vs Houston Rockets Full Game Highlights - April 4, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=VIVLNgm10_Q","VIVLNgm10_Q","GAMETIME HIGHLIGHTS",555,302829,2920,256.0
22401123,"Oklahoma City Thunder vs Houston Rockets Full Game Highlights | April 4, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=cqRpe4KjX9Y","cqRpe4KjX9Y","Basketball Insider USA",388,1271,6,""
22401108,"Oklahoma City Thunder vs Detroit Pistons Full Game Highlights - April 2, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=pxntU-8iAIo","pxntU-8iAIo","GAMETIME HIGHLIGHTS",543,131689,1533,67
22401120,"Boston Celtics vs Phoenix Suns Full Game Highlights | Apr 4 | 2025 NBA Season","https://www.youtube.com/watch?v=TxoSu0IHHmI","TxoSu0IHHmI","Hooper Highlights",601,3684,146,5
22401120,"Boston Celtics vs Phoenix Suns Full Game Highlights - April 4, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=x6vaZSkcFDU","x6vaZSkcFDU","GAMETIME HIGHLIGHTS",567,166206,1917,77
22401135,"Los Angeles Lakers vs OKC Thunder Full Game Highlights | April 6, 2025 | FreeDawkins","https://www.youtube.com/watch?v=JB1HY_Kk9tI","JB1HY_Kk9tI","FreeDawkins",599,1452021,16726,1500
